id_rh,anio,vmae,vaeas,dma,p,Nombre_rh,Area_Km2,PrecipitacionNormal,EscurrimientoNaturalMedioSuperficial,ImportacionesExportacionesOtrosPaises,EscurrimientoNaturalMedioSuperficialTotal,No_Cuencas
12,2017,13014.319,26067.173,7839.432,9923.296084298381,Lerma-Santiago,132916,717,13061.619196414,0,13061.619196414,58
12,2018,13014.319,26067.173,7839.432,9923.296084298381,Lerma-Santiago,132916,717.12,13061.619196414,0,13061.619196414,58
12,2019,13014.319,26067.173,7839.432,9923.296084298381,Lerma-Santiago,132916,717,13061.619196414,0,13061.619196414,58
12,2020,13191.131,24776.296,1285.7397333333333,9945.864018572636,NA,NA,NA,NA,0,NA,NA
12,2021,13396.974064735232,24776.296,NA,11874.054994276808,NA,NA,NA,NA,0,NA,NA
12,2022,13575.172785233253,24776.296,NA,13543.29347548712,NA,NA,NA,NA,0,NA,NA
12,2023,13834.68503114138,24776.296,NA,15974.219051184333,NA,NA,NA,NA,0,NA,NA
13,2005,1203.3300000000002,92.98,1179.72,1179.2771452009367,NA,NA,NA,NA,0,NA,NA
13,2006,1203.33,92.98,1179.72,1179.2771452009363,Río Huicicila,5225,994.1018463,1228.4,0,1228.4,0
13,2007,1203.3300000000002,92.98,1179.72,1179.2771452009367,Río Huicicila,5225,1396.207273,1277.2,0,1277.2,0
13,2008,1203.33,92.98,1179.72,1179.2771452009363,Río Huicicila,5225,1387.33021506,1277.2,0,1277.2,6
13,2009,1203.3300000000002,92.98,1179.72,1179.2771452009367,Río Huicicila,5225,1387,1277.2,0,1277.2,6
13,2010,1203.33,92.98,1179.72,1179.2771452009363,Río Huicicila,5225,1387,1277.24,0,1277.24,6
13,2011,1203.3300000000002,142.54754545454546,1179.72,1173.8909033853063,Río Huicicila,5225,1399.55,1277,0,1277,6
13,2012,1203.33,142.54754545454546,1179.72,1173.8909033853058,Río Huicicila,5225,1399.55,1277.2,0,1277.2,6
13,2013,1203.6829999999998,119.771,1172.884,1176.935590572843,Río Huicicila,5225,1399.55,1277.2,0,1277.2,6
13,2014,1203.683,119.771,1172.884,1176.9355905728435,Río Huicicila,5225,1399.55,1279.2,0,1279.2,6
13,2015,1203.683,119.771,1172.884,1176.9355905728435,Río Huicicila,5225,1399.55,1279.2,0,1279.2,6
